,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
991,991,Nữ,Lao Cai,thích tìm hiểu hoạt bát,bánh mì kẹp trái cây thích đồ tự nấu 0 độ thích đồ ngọt,thích chill,không,đơn giản không có ạ freedom,10,10
992,992,Nữ,Binh Dinh,chia sẽ nói nhiều không thích giao tiếp với người lạ tình cảm,cơm tấm ham bơ gơ đậu hũ cà chua. canh cải món nào hợp khẩu vị thì mình ăn,ko dân chơi hệ điều hành (windows vân vân... đọc truyện tranh,không,đàng hoàng là được,5,10
993,993,Nữ,Dak Nong,đam mê học tập mình khá ít nói cũng như là hướng nội,đồ ăn vặt hoặc đồ hàn mì tương đen thịt,chụp ảnh thích coi phim đi tản bộ đi đây đi đó với bạn bè( một mình) trò chơi điện tử,không,thấu hiểu ko ồn ào với phá phách là được có ý thức là được,8,9
994,994,Nữ,Nam Dinh ,nóng nảy - ưu tư thích làm việc hòa đồng,mì cay ăn cơm gia đình tự nấu,ngoại ngữ các hoạt động xã hội thư giãn các chương trình giải trí video game,không,không cùng cũng không sao thích 1 mình sạch sẽ. có tình nghĩa huynh đệ 1 người vui tính,8,8
995,995,Nam,Dong Thap,thích vui hướng nội thích ở một mình yên tĩnh hướng nội 35%,ốc . gà phô mai gà rán,thích chơi game offline bóng đá holywood nói chuyện cùng bạn bè,không,ăn mặc ổn o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương biết làm việc nhà giống mẹ thì càng tốt,9,9
996,996,Nữ,Ninh Thuan,hướng nội nhưng thích đi chơi ít nói nửa hướng ngoại thích sạch sẽ,bún bò bạc sỉu cơm nhà,diy.. phụ kiện công nghệ các hoạt động phải chạy ko thể hình,không,biết chia sẻ khi ở chung với nhau người có ý thức người có chính kiến,8,7
997,997,Nam,Binh Phuoc,một người hướng nội thích yên tĩnh,tôm,sự logic nhiếp ảnh esports phim hoạt hình thích những gì cần tư duy logic,không,sạch sẽ đồ mình sở hữu là được vì mình cũng như vậy.,8,8
998,998,Nữ,Hoa Binh,thích đi lang thang một mình,bánh canh,bóng chuyền cũng không biết thích gì nhạc cụ đồ ăn ngọt quay tik tok,Có,chịu đi chơi với tôi hòa đồng tính khôn lỏi,9,9
999,999,Nam,Thai Binh,năng động thích ngoại giao tự do giống ví dụ thường thích ở một mình,đồ ăn hàn. đồ uống healthy thịt bò bánh trán trộn mì các loại,khoa học ăn uống thích đi karaoke uống cà phê anh văn,không,học tốt,8,8
1000,1000,Nữ,Gia Lai,không thích nói nhiều nhưng không phải e sợ đám đông,rau ỏi,thích đi karaoke xe cộ mình thích đọc tiểu thuyết và truyện tranh nhạc cụ bóng chuyền,không,trật tự biết nấu ăn vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau thoải mái là ổn nhiệt tình,9,7
1001,1001,Nam,Quang Ngai,tìm người người làm đồ án tốt nghiệp chung. í nói hướng nội thích đông vui cần cù,bún cá châu đốc,coi anime tâm lí học,không,sòng phẳng tiền bạc. hoặc cùng trường,6,8
1002,1002,Nữ,Ca Mau,người hay thay đổi có thể mời người ta đi ăn nếu vui thích có ko gian riêng tư 1 mình ồn ào,kem ốc quế... sandwich,ngủ:)),không,sinh hoạt cú đêm giống mình hihi hướng nội,9,5
1003,1003,Nữ,Ninh Thuan,dễ chịu thích tự lập thích sạch sẽ,ăn được đồ nặng mùi,đi coi phim đi từ thiện,không,thích nấu ăn tính giống mình biết nghĩ cho người khác.,7,9
1004,1004,Nữ,Quang Ngai,bán hướng nội ambivert,bánh bông lan dâu,bơi,Có,ngăn nắp cùng chuyên ngành càng tốt nhưng khác cũng không sao không nhiều chuyện thấu hiểu biết chia sẻ,10,7
1005,1005,Nữ,Long An,không thích giao tiếp với người lạ dễ tiếp xúc hay giận vu vơ hướng nội nhưng thích làm social media,matcha đá xay bánh cuốn mì gói thích ăn gà thích đồ healthy,chơi đàn piano coi phim anime lập trình,không,đàng hoàng là được sạch sẽ một chút có kỷ luật biết giữ gìn hoà khí chung,7,10
1006,1006,Nữ,Bac Lieu,một người ít nói hướng nội một người hướng nội nhưng cũng thích xã giao với mọi người o tập thể là một ambivert một người hướng ngoại làm biếng,trà ô long thích đồ tự nấu thịt bò mỳ trộn,quay tik tok,không,có giúp đỡ trách nhiệm hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình. có ý thức là được,8,8
1007,1007,Nam,Quang Ngai,không phải hướng nội nhưng không thích chỗ đông người lười làm việc nhà hướng nội 35% thích ở một mình với gia đình ít nói nhưng thích đám đông,món ăn health,android lắp ráp,không,thấu hiểu,6,6
1008,1008,Nữ,Thanh Hoa,ngoại,trà đào thạch sữa,đàn hát,không,biết giúp đỡ cẩn thận vô duyên,7,9
1009,1009,Nam,Thanh Hoa,nhưng lúc high thì lại muốn nói rất nhiều năng động,nước ép thơm,thích học bài bóng chuyền xem tin tức công nghệ phong thủy hacking,không,tiền bạc rõ ràng,8,2
1010,1010,Nam,Binh Phuoc,thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng o tập thể,thịt kho mắm ruốc nước ép trái cây,đá bóng nhiếp ảnh,Có,người ít nói có ý thức giữ vệ sinh chung lắng nghe,3,5
1011,1011,Nam,Kien Giang,hướng nội với người ngoài cá tính mạnh thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ nóng nảy - ưu tư dễ bị lung lay bởi cảm xúc,nướng cafe gà rán hay đồ chiên đặc biệt là tôm,vận động thể lực (nhẹ),không,không nóng tính dùng đồ của ng khác thì phải biết mượn nề nếp,9,7
1012,1012,Nam,Bac Lieu,hương ngoại nhưng khó kết bạn với hơi trầm,snack,xe cộ thích đọc,không,ồn ào đúng lúc đúng chỗ thật lòng,7,5
1013,1013,Nam,Quang Nam,sạch sẽ vui vẻ hoà đồng hướng trung,các loại lẩu,đọc truyện viết code phim hành động ráp pc,Có,bạn cùng phòng biết lùa gà có thể đấu tranh với sự vô tâm ít nói của mình không ích kỷ ở sạch dẫn tiếp xúc,8,7
1014,1014,Nữ,Quang Ngai,hướng ngoại thích giao tiếp vui vẻ hoà đồng dễ thích nghi hướng ngoại quyết đoán,fast food nước cam nước ép cà phê mình ăn uống healthy nền chỉ uống nước ép trái cây,xem phim đặc biệt là thích nhạc của sơn tùng m-tp stress thì mình đâm đầu vô luôn thích đá bóng,không,thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi quan tâm mọi người học tốt thích bạn cùng phòng dễ thương,7,8
1015,1015,Nam,Binh Phuoc,hướng ngoại với người quen,lẩu chay có ăn . nhiều lắm nào cũng ăn được,học nhóm online,không,vui vẻ quan tâm bạn bè sinh hoạt cú đêm giống mình hihi người kiên định không ba phải hùa theo đám đồng,8,8
1016,1016,Nam,Thanh Hoa,bình thường, phở xào đồ chiên trứng ốp la món nào chay đều thích,thích học bài esport học công nghệ,không,không vô duyên có tính tự giác sạch sẽ một chút,9,7
1017,1017,Nam,Bac Lieu,là 1 ng ít nói hướng nội cà thích ở 1 mình sợ xã hội,mùi hương (hành tỏi tiêu ớt sả đầy đủ),học coi anime thích đọc truyện phim hoạt hình,không,không nói xấu sau lưng luôn ham học hỏi trưởng thành ai kiềm t việc t chơi ngu sạch sẽ hoà đồng vui vẻ trung thực,10,5
1018,1018,Nam,Binh Duong,thích coi phim là người ít nói chuyện,hầu hết các món con người dùng được bánh trán trộn trà đào,... xem tin tức công nghệ thích tiếng anh đi từ thiện tắm (2l/ngày),không,biết làm việc nhà giống mẹ thì càng tốt sạch sẽ không bừa bộn cùng chuyên ngành/ sở thích,3,7
1019,1019,Nam,Kien Giang,có xu hướng ambivert người thân thích cứ gái là người ít nói nhiệt tình,cơm chiên trứng gà rán hay đồ chiên thích ăn đồ việt nam,dân chơi hệ điều hành (windows phá máy tính xem phim bóng chuyền,không,giao tiếp khéo léo không quá thô thiển không vô duyên,8,9
1020,1020,Nam,Quang Nam,hướng nọpi,không thích ăn cay lắm spaghetti đồ ăn ngọt cơm nước ngọt blahblah,đánh cầu lông vân vân...,không,tiền bạc rạch ròi phải sạch sẽ,7,7
1021,1021,Nam,Binh Phuoc,thích ở một mình vui vẻ hoạt bát năng động nhưng hơi hướng nội thích ở nhà hơn là ở ngoài cá tính mạnh,mì nước lọc bánh,toán học đàn hát,không,thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi,7,8
1022,1022,Nữ,An Giang,thích giao lưu cống hiến hết mình,bánh ngọt chill,coi anime game,Có,sạch gọn chia sẽ  trưởng thành,6,9
1023,1023,Nữ,Quang Ngai,riêng tư rụt rè thích giao tiếp hướng nội - ngoại một người ít nói hướng nội,chocolate nước dừa,thích chơi game offline tập thể dục decor phòng,không,thích ăn vui vẻ nhiệt tình,8,8
1024,1024,Nam,Ha Giang,là một người hướng nội,dừa dầm........ thích đồ ngọt,nghe nhạc xem phim đi lượn đường thiết kế thích môn toán,Có,biết làm việc nhà giống mẹ thì càng tốt không care lắm,7,5
1025,1025,Nữ,Binh Dinh,ngăn nắp dù hay bày bừa (xong rồi dọn ngay) hay dài dòng khác trầm,thích ăn những món ăn không quá đậm vị,đá bóng đi tập thể dục,không,đồ mình sở hữu là được vì mình cũng như vậy.,8,7
1026,1026,Nam,Ca Mau,.... thích gọn gàng,ăn cơm bánh mì thịt xá xíu trà chanh trân châu cơm tấm sườn bì chả,đi cắm trại,không,thật thà sinh hoạt cú đêm giống mình hihi đừng nói quá nhiều,10,8
1027,1027,Nữ,Tien Giang,í nói hướng nội,kẹo dẻo cơm mì ý,học tiếng anh nghiên cứu về tài chính tháo ios tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,Có,vui,8,10
1028,1028,Nam,Hau Giang ,thích đi chơi cùng những người bạn thân thiết là người mình hk thích sự gượng ép thích ở một mình với gia đình hoà đồng vui vẻ,phở hũ tiếu,bóng bàn ngắm cảnh phá máy tính ăn mình thích đọc tiểu thuyết và truyện tranh,không,chung sở thích đừng quá bừa bộn người có chính kiến chịu khó dọn dẹp,7,10
1029,1029,Nam,Gia Lai,cởi mở,cá bánh gai các loại đồ ngọt như chè khoai tây lắc,đá banh,không,vui tính hài hước học giỏi có chung sở thích người không nói quá nhiều trầm tính ít nói nữa thì quá tuyệt vời,10,7
1030,1030,Nam,Binh Dinh,cần nhiều riêng tư thích giáo tiếp với nhiều người kiểu người,trà chanh trân châu trái cây,thích học ngôn ngữ anh dọn dẹp,không,tự cho mình là đúng. có trách nhiệm,8,8
1031,1031,Nam,Hoa Binh,thiên về cảm xúc nhiều hơn lí trí dễ bị lung lay bởi cảm xúc,bánh tép nước trà sandwich,nói chuyện cùng bạn bè …. trống thích những gì cần tư duy logic chăn nuôi,không,...,10,7
1032,1032,Nữ,Bac Ninh,huong noi,c2 espresso,hóng drama thể thao mình còn có thể chơi cầu lông nữa kiếm tiền,không,không soi mói trầm tính học giỏi hoạt bát gọn ràng sạch sẽ chăm chỉ làm việc nhà,9,8
1033,1033,Nam,Ha Giang,thích đi chơi cùng những người bạn thân thiết,nước ép. ăn đồ tốt cho sức khỏe đồ ăn ngọt đồ cay,học ngoại ngứ sở thích của mình là thay vì thoát khỏi áp lực coi phim anime,không,thích ăn hòa đồng nhiệt tình,7,8
1034,1034,Nữ,Ca Mau,dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít lạc quan năng động,phở không uống nước ngọt có ga,tham gia hoạt động ngoại khoá esports,không,người sống có quy củ không nhiều chuyện tiền bạc rõ ràng chùi dọn phòng,4,5
1035,1035,Nam,Quang Tri,vui vẻ… .... mình là người,bánh chuối chiên,choi game tháo pokemon,Có,tinh tế ít nói thân thiện không nóng tính,10,5
1036,1036,Nam,Bac Lieu,thích không gian riêng hướng ngoại vui vẻ hòa đồng thích tự lập là người ít nói chuyện nhộn nhịp,cà phê sữa... hủ tiếu snack khoai tây,bóng bàn nghiên cứu về tài chính trò chơi điện tử nhiều lắm . chơi được đa nghề :) chơi,không,gọn gàng thấu hiểu biết chia sẻ thích công nghệ respect private space and friendly is good ,9,5
1037,1037,Nữ,Ha Giang,dễ ngại,snack khoai tây xôi trứng,học hóa tham gia hoạt động ngoại khoá đồ ăn ngọt thể thao,không, freedom không quá kĩ tính,7,5
1038,1038,Nam,Son La,tích cực là một người ít nói hướng nội,"các loại mì uống rượu redbull
không thích cafe gói bánh bao mặn",thích tiếng anh bói toán thể dục thường thức tác phẩm nghệ thuật,không,ngành công nghệ thông tin người vui vẻ nhường nhịn biết như thế nào là bất lịch sự gọn ràng sạch sẽ,8,8
1039,1039,Nam,Long An,có thể đi ăn ngoài nếu được mời thích làm việc,mắm chưng bạc sỉu,thử nhiều điều mới trang điểm đàn guzheng,không,hiền,7,10
